datetime,PM2.5,SO2,NO2,CO,O3,TEMP,RAIN
2016-04-16 05:00:00,19.0,3.0,28.0,300.0,37.0,12.7,0.1
2016-04-16 06:00:00,24.0,4.0,31.0,300.0,23.0,12.9,0.0
2016-04-16 07:00:00,28.0,4.0,34.0,400.0,27.0,13.6,0.0
2016-04-16 08:00:00,73.0,6.0,24.0,300.0,42.0,15.4,0.0
2016-04-16 09:00:00,105.0,7.0,17.0,400.0,52.0,15.6,0.0
2016-04-16 10:00:00,64.0,6.0,11.0,300.0,69.0,15.8,0.0
2016-04-16 11:00:00,43.0,5.0,10.0,400.0,75.0,16.2,0.0
2016-04-16 12:00:00,35.0,3.0,8.0,300.0,82.0,17.1,0.0
2016-04-16 13:00:00,19.0,4.0,6.0,300.0,89.0,17.2,0.0
2016-04-16 14:00:00,16.0,2.0,6.0,300.0,89.0,17.7,0.0
2016-04-16 15:00:00,16.0,3.0,6.0,200.0,89.0,18.0,0.0
2016-04-16 16:00:00,15.0,3.0,5.0,200.0,90.0,18.3,0.0
2016-04-16 17:00:00,13.0,3.0,7.0,200.0,89.0,18.0,0.0
2016-04-16 18:00:00,7.0,2.0,7.0,200.0,88.0,17.4,0.0
2016-04-16 19:00:00,7.0,2.0,10.0,200.0,84.0,16.4,0.0
2016-04-16 20:00:00,6.0,2.0,9.0,200.0,82.0,15.8,0.0
2016-04-16 21:00:00,8.0,3.0,11.0,200.0,78.0,15.1,0.0
2016-04-16 22:00:00,9.0,3.0,10.0,200.0,80.0,14.9,0.0
2016-04-16 23:00:00,8.0,3.0,21.0,200.0,64.0,14.2,0.0
2016-04-17 00:00:00,12.0,3.0,19.0,200.0,67.0,13.9,0.0
2016-04-17 01:00:00,9.0,3.0,15.0,200.0,77.0,13.7,0.0
2016-04-17 02:00:00,13.0,2.0,12.0,200.0,82.0,13.7,0.0
2016-04-17 03:00:00,11.0,2.0,11.0,200.0,85.0,13.6,0.0
2016-04-17 04:00:00,12.0,2.0,9.0,200.0,86.0,13.5,0.0
2016-04-17 05:00:00,11.0,2.0,9.0,200.0,87.0,12.9,0.0
2016-04-17 06:00:00,14.0,2.0,11.0,200.0,87.0,12.8,0.0
2016-04-17 07:00:00,4.0,2.0,14.0,300.0,83.0,13.5,0.0
2016-04-17 08:00:00,12.0,3.0,10.0,300.0,89.0,14.6,0.0
2016-04-17 09:00:00,13.0,2.0,7.0,300.0,96.0,15.4,0.0
2016-04-17 10:00:00,18.0,2.0,6.0,200.0,97.0,16.5,0.0
2016-04-17 11:00:00,13.0,2.0,6.0,200.0,97.0,17.2,0.0
2016-04-17 12:00:00,16.0,2.0,6.0,200.0,99.0,17.9,0.0
2016-04-17 13:00:00,8.0,2.0,5.0,300.0,103.0,18.2,0.0
2016-04-17 14:00:00,9.0,2.0,5.0,200.0,104.0,18.3,0.0
2016-04-17 15:00:00,18.0,2.0,5.0,200.0,105.0,19.2,0.0
2016-04-17 16:00:00,22.0,2.0,5.0,200.0,103.0,19.1,0.0
2016-04-17 17:00:00,7.0,2.0,6.0,200.0,101.0,19.2,0.0
2016-04-17 18:00:00,8.0,2.0,8.0,200.0,97.0,18.5,0.0
2016-04-17 19:00:00,8.0,2.0,16.0,300.0,85.0,16.8,0.0
2016-04-17 20:00:00,11.0,2.0,18.0,300.0,81.0,16.5,0.0
2016-04-17 21:00:00,10.0,2.0,19.0,300.0,77.0,16.4,0.0
2016-04-17 22:00:00,16.0,3.0,10.0,300.0,83.0,13.4,0.0
2016-04-17 23:00:00,13.0,2.0,10.0,300.0,80.0,12.9,0.0
2016-04-18 00:00:00,6.0,2.0,14.0,200.0,80.0,12.3,0.0
2016-04-18 01:00:00,6.0,2.0,15.0,200.0,76.0,12.0,0.0
2016-04-18 02:00:00,11.0,2.0,25.0,300.0,53.0,11.7,0.0
2016-04-18 03:00:00,15.0,3.0,24.0,300.0,56.0,11.4,0.0
2016-04-18 04:00:00,12.0,5.0,17.0,400.0,62.0,10.9,0.0
2016-04-18 05:00:00,13.0,4.0,22.0,300.0,55.0,10.6,0.0
2016-04-18 06:00:00,13.0,4.0,29.0,300.0,43.0,10.4,0.0
2016-04-18 07:00:00,10.0,4.0,22.0,300.0,61.0,11.5,0.0
2016-04-18 08:00:00,14.0,3.0,18.0,300.0,66.0,12.8,0.0
2016-04-18 09:00:00,16.0,2.0,14.0,300.0,74.0,14.4,0.0
2016-04-18 10:00:00,16.0,3.0,10.0,300.0,83.0,14.6,0.0
2016-04-18 11:00:00,16.0,3.0,8.0,300.0,88.0,16.1,0.0
2016-04-18 12:00:00,13.0,3.0,5.0,300.0,98.0,16.4,0.0
2016-04-18 13:00:00,17.0,2.0,5.0,200.0,104.0,18.0,0.0
2016-04-18 14:00:00,12.0,2.0,4.0,200.0,108.0,18.7,0.0
2016-04-18 15:00:00,9.0,2.0,5.0,200.0,113.0,19.3,0.0
2016-04-18 16:00:00,10.0,2.0,5.0,200.0,120.0,19.8,0.0
2016-04-18 17:00:00,12.0,3.0,6.0,200.0,120.0,19.4,0.0
2016-04-18 18:00:00,11.0,2.0,11.0,300.0,113.0,18.6,0.0
2016-04-18 19:00:00,10.0,2.0,20.0,300.0,98.0,17.5,0.0
2016-04-18 20:00:00,20.0,2.0,22.0,300.0,95.0,17.2,0.0
2016-04-18 21:00:00,23.0,4.0,27.0,300.0,85.0,16.6,0.0
2016-04-18 22:00:00,26.0,5.0,34.0,400.0,72.0,16.3,0.0
2016-04-18 23:00:00,28.0,5.0,43.0,400.0,56.0,16.0,0.0
2016-04-19 00:00:00,30.0,5.0,38.0,400.0,60.0,15.1,0.0
2016-04-19 01:00:00,29.0,6.0,33.0,400.0,62.0,14.6,0.0
2016-04-19 02:00:00,37.0,6.0,44.0,400.0,43.0,14.5,0.0
2016-04-19 03:00:00,43.0,14.0,37.0,300.0,50.0,13.1,0.0
2016-04-19 04:00:00,39.0,18.0,30.0,300.0,26.0,10.7,0.0
2016-04-19 05:00:00,54.0,8.0,69.0,600.0,2.0,9.2,0.0
2016-04-19 06:00:00,73.0,6.0,61.0,1400.0,2.0,8.9,0.0
2016-04-19 07:00:00,75.0,9.0,58.0,2000.0,2.0,10.2,0.0
2016-04-19 08:00:00,75.0,14.0,59.0,2200.0,3.0,10.7,0.0
2016-04-19 09:00:00,74.0,18.0,59.0,2100.0,5.0,11.8,0.0
2016-04-19 10:00:00,84.0,25.0,57.0,2100.0,12.0,13.1,0.0
2016-04-19 11:00:00,89.0,37.0,49.0,1600.0,36.0,13.6,0.0
2016-04-19 12:00:00,79.0,30.0,52.0,1500.0,32.0,13.3,0.0
2016-04-19 13:00:00,89.0,32.0,51.0,1600.0,33.0,13.9,0.0
2016-04-19 14:00:00,90.0,39.0,47.0,1700.0,45.0,14.8,0.0
2016-04-19 15:00:00,88.0,34.0,45.0,1800.0,54.0,14.7,0.0
2016-04-19 16:00:00,88.0,25.0,48.0,1800.0,47.0,14.8,0.0
2016-04-19 17:00:00,88.0,21.0,53.0,1800.0,40.0,14.5,0.0
2016-04-19 18:00:00,88.0,22.0,56.0,1800.0,35.0,14.3,0.0
2016-04-19 19:00:00,76.0,20.0,52.0,1200.0,39.0,14.2,0.0
2016-04-19 20:00:00,70.0,18.0,47.0,800.0,44.0,14.1,0.0
2016-04-19 21:00:00,76.0,22.0,49.0,1100.0,37.0,13.8,0.0
2016-04-19 22:00:00,74.0,19.0,45.0,1100.0,38.0,13.6,0.0
2016-04-19 23:00:00,73.0,17.0,41.0,1000.0,40.0,13.3,0.0
2016-04-20 00:00:00,76.0,13.0,44.0,1100.0,29.0,13.0,0.0
2016-04-20 01:00:00,81.5,12.0,46.5,1100.0,22.0,12.6,0.0
2016-04-20 02:00:00,87.0,11.0,49.0,1100.0,15.0,11.7,0.0
2016-04-20 03:00:00,99.0,12.0,59.0,1300.0,2.0,11.1,0.0
2016-04-20 04:00:00,68.0,7.0,32.0,700.0,34.0,11.2,0.0
2016-04-20 05:00:00,51.0,6.0,23.0,600.0,49.0,11.0,0.0
2016-04-20 06:00:00,56.0,6.0,26.0,600.0,44.0,10.5,0.0
2016-04-20 07:00:00,56.0,6.0,37.0,700.0,27.0,10.9,0.0
2016-04-20 08:00:00,56.0,8.0,30.0,700.0,41.0,12.4,0.0
2016-04-20 09:00:00,63.0,12.0,30.0,700.0,43.0,14.8,0.0
2016-04-20 10:00:00,74.0,16.0,31.0,900.0,49.0,17.3,0.0
2016-04-20 11:00:00,92.0,18.0,30.0,1000.0,69.0,19.8,0.0
2016-04-20 12:00:00,99.0,15.0,30.0,1000.0,90.0,22.2,0.0
2016-04-20 13:00:00,86.0,12.0,26.0,900.0,111.0,24.2,0.0
2016-04-20 14:00:00,44.0,5.0,15.0,500.0,118.0,25.6,0.0
2016-04-20 15:00:00,41.0,3.0,14.0,400.0,129.0,26.2,0.0
2016-04-20 16:00:00,47.0,3.0,19.0,400.0,138.0,26.4,0.0
2016-04-20 17:00:00,44.0,3.0,25.0,400.0,133.0,26.2,0.0
2016-04-20 18:00:00,52.0,3.0,32.0,500.0,130.0,24.9,0.0
2016-04-20 19:00:00,84.0,5.0,35.0,600.0,136.0,22.7,0.0
2016-04-20 20:00:00,75.0,6.0,40.0,700.0,112.0,22.1,0.0
2016-04-20 21:00:00,71.0,6.0,36.0,600.0,113.0,21.0,0.0
2016-04-20 22:00:00,62.0,7.0,37.0,600.0,103.0,20.5,0.0
2016-04-20 23:00:00,70.0,8.0,45.0,600.0,85.0,20.4,0.0
2016-04-21 00:00:00,83.0,8.0,65.0,800.0,46.0,18.5,0.0
2016-04-21 01:00:00,92.0,7.0,84.0,900.0,5.0,14.8,0.0
2016-04-21 02:00:00,94.0,6.0,86.0,1000.0,2.0,13.1,0.0
2016-04-21 03:00:00,76.0,5.0,90.0,900.0,2.0,12.4,0.0
2016-04-21 04:00:00,91.0,5.0,85.0,1000.0,2.0,10.6,0.0
2016-04-21 05:00:00,89.0,4.0,73.0,1000.0,2.0,9.7,0.0
2016-04-21 06:00:00,102.0,4.0,71.0,1200.0,2.0,9.9,0.0
2016-04-21 07:00:00,153.0,5.0,65.0,1800.0,2.0,11.7,0.0
2016-04-21 08:00:00,193.0,13.0,69.0,2200.0,4.0,14.3,0.0
2016-04-21 09:00:00,209.0,22.0,72.0,2100.0,21.0,16.7,0.0
2016-04-21 10:00:00,209.0,26.0,69.0,1900.0,51.0,19.3,0.0
2016-04-21 11:00:00,207.0,22.0,75.0,1700.0,71.0,22.3,0.0
2016-04-21 12:00:00,177.0,13.0,72.0,1500.0,104.0,25.4,0.0
2016-04-21 13:00:00,137.0,9.0,55.5,1050.0,120.5,28.2,0.0
2016-04-21 14:00:00,97.0,5.0,39.0,600.0,137.0,29.8,0.0
2016-04-21 15:00:00,65.0,5.0,24.0,400.0,153.0,30.2,0.0
2016-04-21 16:00:00,79.0,4.0,19.0,400.0,149.0,30.2,0.0
2016-04-21 17:00:00,104.0,2.0,13.0,300.0,139.0,28.9,0.0
2016-04-21 18:00:00,78.0,2.0,15.0,300.0,139.0,27.5,0.0
2016-04-21 19:00:00,68.0,2.0,18.0,300.0,121.0,25.8,0.0
2016-04-21 20:00:00,39.0,2.0,17.0,300.0,102.0,23.7,0.0
2016-04-21 21:00:00,31.0,2.0,14.0,300.0,101.0,22.2,0.0
2016-04-21 22:00:00,44.0,2.0,16.0,200.0,96.0,21.0,0.0
2016-04-21 23:00:00,53.0,2.0,15.0,200.0,95.0,20.2,0.0
2016-04-22 00:00:00,58.0,2.0,12.0,100.0,96.0,18.3,0.0
2016-04-22 01:00:00,56.0,2.0,14.0,100.0,91.0,17.9,0.0
2016-04-22 02:00:00,49.0,2.0,19.0,100.0,85.0,17.3,0.0
2016-04-22 03:00:00,40.0,2.0,14.0,200.0,91.0,15.9,0.0
2016-04-22 04:00:00,45.0,2.0,16.0,200.0,83.0,13.3,0.0
2016-04-22 05:00:00,38.0,2.0,17.0,200.0,85.0,17.5,0.0
2016-04-22 06:00:00,35.0,2.0,11.0,200.0,95.0,17.2,0.0
2016-04-22 07:00:00,32.0,2.0,13.0,200.0,94.0,18.1,0.0
2016-04-22 08:00:00,47.0,2.0,10.0,200.0,101.0,19.1,0.0
2016-04-22 09:00:00,55.0,2.0,11.0,200.0,106.0,19.4,0.0
2016-04-22 10:00:00,45.0,2.0,10.0,200.0,111.0,20.1,0.0
2016-04-22 11:00:00,38.0,2.0,8.0,200.0,117.0,21.2,0.0
2016-04-22 12:00:00,42.0,2.0,9.0,300.0,116.0,21.9,0.0
2016-04-22 13:00:00,29.0,2.0,7.0,200.0,119.0,23.3,0.0
2016-04-22 14:00:00,25.0,2.0,7.0,100.0,118.0,23.8,0.0
2016-04-22 15:00:00,35.0,2.0,8.0,200.0,119.0,24.4,0.0
2016-04-22 16:00:00,33.0,2.0,9.0,200.0,118.0,24.7,0.0
2016-04-22 17:00:00,24.0,2.0,9.0,200.0,117.0,24.3,0.0
2016-04-22 18:00:00,23.0,2.0,11.0,200.0,112.0,23.8,0.0
2016-04-22 19:00:00,27.0,2.0,17.0,200.0,100.0,22.4,0.0
2016-04-22 20:00:00,17.0,2.0,35.0,300.0,67.0,20.9,0.0
2016-04-22 21:00:00,34.0,2.0,52.0,800.0,39.0,18.0,0.0
2016-04-22 22:00:00,24.0,2.0,63.0,400.0,28.0,17.2,0.0
2016-04-22 23:00:00,26.0,2.0,66.0,400.0,26.0,14.8,0.0
2016-04-23 00:00:00,28.0,2.0,56.0,300.0,34.0,16.3,0.0
2016-04-23 01:00:00,22.0,2.0,58.0,300.0,29.0,13.1,0.0
2016-04-23 02:00:00,18.0,2.0,44.0,200.0,41.0,11.4,0.0
2016-04-23 03:00:00,16.0,2.0,40.0,200.0,45.0,13.2,0.0
2016-04-23 04:00:00,14.0,2.0,41.0,200.0,52.5,12.3,0.0
2016-04-23 05:00:00,16.0,2.0,26.0,100.0,60.0,10.2,0.0
2016-04-23 06:00:00,18.0,2.0,25.0,200.0,61.0,9.3,0.0
2016-04-23 07:00:00,19.0,2.0,30.0,200.0,53.0,12.8,0.0
2016-04-23 08:00:00,19.0,2.0,32.0,200.0,51.0,15.2,0.0
2016-04-23 09:00:00,11.0,2.0,24.0,200.0,63.0,17.2,0.0
2016-04-23 10:00:00,16.0,2.0,16.0,200.0,77.0,18.1,0.0
2016-04-23 11:00:00,12.0,2.0,13.0,200.0,84.0,18.3,0.0
2016-04-23 12:00:00,24.0,2.0,11.0,200.0,90.0,19.0,0.0
2016-04-23 13:00:00,15.0,2.0,10.0,200.0,98.0,20.0,0.0
2016-04-23 14:00:00,17.0,2.0,13.0,200.0,102.0,21.4,0.0
2016-04-23 15:00:00,24.0,2.0,15.0,200.0,106.0,21.2,0.0
2016-04-23 16:00:00,19.0,3.0,16.0,200.0,113.0,21.2,0.0
2016-04-23 17:00:00,32.0,3.0,19.0,300.0,117.0,20.4,0.0
2016-04-23 18:00:00,34.0,4.0,18.0,200.0,105.0,19.9,0.0
2016-04-23 19:00:00,30.0,4.0,23.0,300.0,95.0,19.2,0.0
2016-04-23 20:00:00,36.0,5.0,33.0,400.0,79.0,18.4,0.0
2016-04-23 21:00:00,39.0,4.0,44.0,500.0,56.0,17.8,0.0
2016-04-23 22:00:00,44.0,9.0,52.0,600.0,36.0,16.6,0.0
2016-04-23 23:00:00,40.0,12.0,42.0,500.0,39.0,15.2,0.0
2016-04-24 00:00:00,42.0,10.0,51.0,500.0,26.0,12.9,0.0
2016-04-24 01:00:00,44.0,11.0,61.0,500.0,9.0,11.3,0.0
2016-04-24 02:00:00,56.0,17.0,56.0,800.0,10.0,10.8,0.0
2016-04-24 03:00:00,70.0,22.0,54.0,1100.0,8.0,8.5,0.0
2016-04-24 04:00:00,55.0,10.0,61.0,900.0,2.0,7.1,0.0
2016-04-24 05:00:00,56.0,10.0,56.0,900.0,2.0,7.6,0.0
2016-04-24 06:00:00,47.0,10.0,52.0,900.0,2.0,6.8,0.0
2016-04-24 07:00:00,47.0,12.0,50.0,800.0,2.0,11.4,0.0
2016-04-24 08:00:00,62.0,20.0,51.0,800.0,9.0,12.9,0.0
2016-04-24 09:00:00,71.0,23.0,50.0,900.0,19.0,15.3,0.0
2016-04-24 10:00:00,75.0,24.0,51.0,900.0,27.0,17.1,0.0
2016-04-24 11:00:00,85.0,26.0,48.0,900.0,46.0,18.9,0.0
2016-04-24 12:00:00,92.0,24.0,43.0,700.0,70.0,21.0,0.0
2016-04-24 13:00:00,87.0,23.0,28.0,600.0,111.0,22.3,0.0
2016-04-24 14:00:00,103.0,29.0,25.0,700.0,133.0,23.0,0.0
2016-04-24 15:00:00,119.0,32.0,26.0,700.0,148.0,23.7,0.0
2016-04-24 16:00:00,146.0,40.0,29.0,900.0,170.0,23.9,0.0
2016-04-24 17:00:00,150.0,44.0,22.0,900.0,198.0,24.2,0.0
2016-04-24 18:00:00,130.0,41.0,26.0,1200.0,185.0,24.1,0.0
2016-04-24 19:00:00,134.0,37.0,29.0,1400.0,175.0,23.9,0.0
2016-04-24 20:00:00,118.0,24.0,32.0,1100.0,151.0,23.5,0.0
2016-04-24 21:00:00,108.0,19.0,31.0,1100.0,129.0,22.8,0.0
2016-04-24 22:00:00,88.0,15.0,36.0,1000.0,95.0,22.1,0.0
2016-04-24 23:00:00,68.0,14.0,27.0,800.0,91.0,21.3,0.0
2016-04-25 00:00:00,54.0,15.0,22.0,700.0,88.0,20.9,0.0
2016-04-25 01:00:00,49.0,15.0,19.0,500.0,87.0,20.1,0.0
2016-04-25 02:00:00,47.0,11.0,18.0,500.0,83.0,19.4,0.0
2016-04-25 03:00:00,50.0,9.0,20.0,500.0,77.0,18.8,0.0
2016-04-25 04:00:00,60.0,8.0,18.0,500.0,72.0,18.0,0.0
2016-04-25 05:00:00,64.0,8.0,21.0,500.0,67.0,16.9,0.0
2016-04-25 06:00:00,73.0,8.0,26.0,600.0,57.0,16.4,0.0
2016-04-25 07:00:00,76.0,10.0,35.0,700.0,44.0,17.1,0.0
2016-04-25 08:00:00,80.0,14.0,33.0,900.0,49.0,18.4,0.0
2016-04-25 09:00:00,92.0,20.0,35.0,900.0,51.0,19.9,0.0
2016-04-25 10:00:00,105.0,23.0,35.0,900.0,60.0,21.1,0.0
2016-04-25 11:00:00,108.0,24.0,37.0,900.0,74.0,23.0,0.0
2016-04-25 12:00:00,132.0,34.0,30.0,1100.0,115.0,24.3,0.0
2016-04-25 13:00:00,154.0,39.0,25.0,1300.0,160.0,26.0,0.0
2016-04-25 14:00:00,123.0,24.0,20.0,900.0,175.0,26.7,0.0
2016-04-25 15:00:00,99.0,12.0,16.0,600.0,180.0,27.4,0.0
2016-04-25 16:00:00,80.0,6.0,15.0,500.0,181.0,27.9,0.0
2016-04-25 17:00:00,74.0,5.0,15.0,400.0,167.0,27.1,0.0
2016-04-25 18:00:00,43.0,5.0,20.0,500.0,165.0,26.1,0.0
2016-04-25 19:00:00,45.0,6.0,21.0,500.0,166.0,25.5,0.0
2016-04-25 20:00:00,54.0,6.0,23.0,500.0,153.0,21.1,0.0
2016-04-25 21:00:00,90.0,11.0,38.0,1000.0,122.0,18.3,0.0
2016-04-25 22:00:00,154.0,15.0,38.0,1100.0,118.0,17.2,0.0
2016-04-25 23:00:00,124.0,13.0,30.0,900.0,119.0,16.3,0.0
2016-04-26 00:00:00,88.0,15.0,30.0,1000.0,98.0,15.4,0.0
2016-04-26 01:00:00,78.0,19.0,36.0,1400.0,77.0,14.6,0.0
2016-04-26 02:00:00,76.0,23.0,32.0,1600.0,86.0,14.9,0.0
2016-04-26 03:00:00,72.0,30.0,33.0,1700.0,84.0,14.7,0.0
2016-04-26 04:00:00,69.0,40.0,39.0,2000.0,67.0,14.0,0.0
2016-04-26 05:00:00,68.0,45.0,42.0,2200.0,51.0,13.9,0.0
2016-04-26 06:00:00,62.0,44.0,43.0,2100.0,46.0,14.1,0.0
2016-04-26 07:00:00,78.0,53.0,51.0,2700.0,37.0,14.5,0.0
2016-04-26 08:00:00,71.0,53.0,55.0,2800.0,37.0,15.3,0.0
2016-04-26 09:00:00,68.0,46.0,48.0,2200.0,49.0,15.8,0.0
2016-04-26 10:00:00,64.0,44.0,39.0,1800.0,66.0,16.9,0.0
2016-04-26 11:00:00,63.0,38.0,34.0,1600.0,81.0,18.5,0.0
2016-04-26 12:00:00,74.0,40.0,37.0,1900.0,86.0,19.5,0.0
2016-04-26 13:00:00,78.0,41.0,36.0,1800.0,102.0,20.5,0.0
2016-04-26 14:00:00,76.0,38.0,32.0,1400.0,127.0,20.8,0.0
2016-04-26 15:00:00,79.0,30.0,29.0,1100.0,145.0,21.9,0.0
2016-04-26 16:00:00,76.0,18.0,26.0,800.0,147.0,21.9,0.0
2016-04-26 17:00:00,65.0,12.0,24.0,600.0,152.0,21.8,0.0
2016-04-26 18:00:00,65.0,13.0,32.0,700.0,148.0,21.2,0.0
2016-04-26 19:00:00,66.0,12.0,30.0,700.0,153.0,20.0,0.0
2016-04-26 20:00:00,58.0,11.0,34.0,700.0,145.0,19.1,0.0
2016-04-26 21:00:00,59.0,10.0,39.0,700.0,126.0,17.8,0.0
2016-04-26 22:00:00,53.0,9.0,36.0,600.0,124.0,16.6,0.0
2016-04-26 23:00:00,64.0,12.0,45.0,800.0,99.0,15.6,0.0
2016-04-27 00:00:00,74.0,14.0,48.0,900.0,86.0,13.8,0.0
2016-04-27 01:00:00,78.0,12.0,57.0,800.0,70.0,12.9,0.0
2016-04-27 02:00:00,69.0,11.0,41.0,800.0,95.0,12.0,0.0
2016-04-27 03:00:00,80.0,10.0,40.0,1000.0,89.0,12.0,0.0
2016-04-27 04:00:00,76.0,13.0,46.0,1000.0,65.0,11.8,0.0
2016-04-27 05:00:00,86.0,24.0,56.0,1600.0,41.0,12.0,0.0
2016-04-27 06:00:00,87.0,30.0,47.0,1700.0,49.0,12.6,0.0
2016-04-27 07:00:00,69.0,24.0,39.0,1300.0,65.0,14.0,0.0
2016-04-27 08:00:00,73.0,24.0,43.0,1300.0,57.0,15.5,0.0
2016-04-27 09:00:00,73.0,16.0,52.0,1100.0,50.0,16.5,0.0
2016-04-27 10:00:00,89.0,9.0,53.0,1400.0,45.0,15.3,0.0
2016-04-27 11:00:00,78.0,11.0,40.0,1200.0,76.0,15.3,0.0
2016-04-27 12:00:00,77.5,10.0,37.0,1050.0,93.0,16.0,0.0
2016-04-27 13:00:00,77.0,9.0,34.0,900.0,110.0,16.8,0.0
2016-04-27 14:00:00,84.0,11.0,37.0,900.0,99.0,17.0,0.0
2016-04-27 15:00:00,88.0,10.0,36.0,1000.0,102.0,17.6,0.0
2016-04-27 16:00:00,92.0,8.0,32.0,900.0,104.0,18.2,0.0
2016-04-27 17:00:00,93.0,7.0,42.0,1100.0,82.0,17.2,0.0
2016-04-27 18:00:00,97.0,7.0,54.0,1100.0,75.0,18.2,0.0
2016-04-27 19:00:00,95.0,8.0,45.0,1100.0,139.0,17.8,0.0
2016-04-27 20:00:00,111.0,5.0,71.0,1400.0,57.0,17.0,0.0
2016-04-27 21:00:00,126.0,3.0,69.0,1300.0,42.0,16.2,0.0
2016-04-27 22:00:00,127.0,3.0,67.0,1400.0,26.0,15.1,0.0
2016-04-27 23:00:00,124.0,2.0,79.0,1500.0,2.0,13.5,0.0
2016-04-28 00:00:00,122.0,2.0,76.0,1500.0,2.0,12.8,0.0
2016-04-28 01:00:00,137.0,2.0,74.0,1400.0,2.0,12.2,0.0
2016-04-28 02:00:00,144.0,2.0,64.0,1300.0,6.0,12.4,0.0
2016-04-28 03:00:00,138.0,2.0,53.0,1000.0,17.0,11.5,0.0
2016-04-28 04:00:00,124.0,2.0,48.0,1000.0,22.0,11.3,0.0
2016-04-28 05:00:00,115.0,2.0,42.0,900.0,30.0,10.9,0.0
2016-04-28 06:00:00,109.0,2.0,61.0,1000.0,4.0,11.3,0.0
2016-04-28 07:00:00,116.0,2.0,64.0,1100.0,2.0,14.2,0.0
2016-04-28 08:00:00,112.0,5.0,59.0,1000.0,21.0,16.7,0.0
2016-04-28 09:00:00,107.0,10.0,50.0,1000.0,48.0,18.9,0.0
2016-04-28 10:00:00,102.0,19.0,44.0,1300.0,80.0,21.4,0.0
2016-04-28 11:00:00,90.0,25.0,38.0,1500.0,114.0,22.2,0.0
2016-04-28 12:00:00,80.0,19.0,32.0,1200.0,136.0,23.4,0.0
2016-04-28 13:00:00,89.0,17.0,28.0,1100.0,170.0,24.4,0.0
2016-04-28 14:00:00,97.0,15.0,28.0,1000.0,208.0,25.1,0.0
2016-04-28 15:00:00,90.0,8.0,24.0,800.0,220.0,25.6,0.0
2016-04-28 16:00:00,66.0,5.0,20.0,600.0,209.0,25.1,0.0
2016-04-28 17:00:00,55.0,4.0,19.0,500.0,205.0,24.7,0.0
2016-04-28 18:00:00,53.0,4.0,18.0,500.0,190.0,22.9,0.0
2016-04-28 19:00:00,55.0,7.0,25.0,600.0,172.0,21.1,0.0
2016-04-28 20:00:00,47.0,7.0,40.0,800.0,121.0,19.8,0.0
2016-04-28 21:00:00,55.0,5.0,46.0,800.0,92.0,18.1,0.0
2016-04-28 22:00:00,45.0,6.0,56.0,800.0,65.0,16.8,0.0
2016-04-28 23:00:00,45.0,7.0,57.0,900.0,52.0,15.6,0.0
2016-04-29 00:00:00,37.0,6.0,57.0,600.0,47.0,14.2,0.0
2016-04-29 01:00:00,37.0,7.0,58.0,500.0,35.0,14.3,0.0
2016-04-29 02:00:00,33.0,7.0,48.0,500.0,44.0,13.7,0.0
2016-04-29 03:00:00,30.0,7.0,52.0,600.0,39.0,12.3,0.0
2016-04-29 04:00:00,31.0,6.0,57.0,600.0,37.5,11.8,0.0
2016-04-29 05:00:00,34.0,8.0,43.0,500.0,36.0,12.3,0.0
2016-04-29 06:00:00,42.0,11.0,47.0,600.0,34.0,12.0,0.0
2016-04-29 07:00:00,51.0,17.0,52.0,1200.0,27.0,13.5,0.0
2016-04-29 08:00:00,64.0,28.0,53.0,2000.0,29.0,14.7,0.0
2016-04-29 09:00:00,77.0,32.0,47.0,1900.0,41.0,16.0,0.0
2016-04-29 10:00:00,94.0,31.0,44.0,1500.0,55.0,17.5,0.0
2016-04-29 11:00:00,117.0,31.0,41.0,1800.0,75.0,19.6,0.0
2016-04-29 12:00:00,144.0,33.0,37.0,1900.0,109.0,20.7,0.0
2016-04-29 13:00:00,173.0,32.0,35.0,1900.0,142.0,22.1,0.0
2016-04-29 14:00:00,189.0,30.0,32.0,1700.0,186.0,23.6,0.0
2016-04-29 15:00:00,195.0,28.0,27.0,1400.0,226.0,25.1,0.0
2016-04-29 16:00:00,166.0,23.0,23.0,1100.0,238.0,25.1,0.0
2016-04-29 17:00:00,175.0,23.0,30.0,1300.0,227.0,24.2,0.0
2016-04-29 18:00:00,205.0,17.0,39.0,1500.0,194.0,23.1,0.0
2016-04-29 19:00:00,184.0,21.0,42.0,1700.0,183.0,22.9,0.0
2016-04-29 20:00:00,190.0,14.0,54.0,1700.0,140.0,21.0,0.0
2016-04-29 21:00:00,203.0,10.0,72.0,1900.0,77.0,19.7,0.0
2016-04-29 22:00:00,212.0,9.0,100.0,2100.0,30.0,19.0,0.0
2016-04-29 23:00:00,226.0,9.0,73.0,2000.0,67.0,17.3,0.0
2016-04-30 00:00:00,238.0,7.0,103.0,2200.0,6.0,16.8,0.0
2016-04-30 01:00:00,251.0,5.0,101.0,2000.0,2.0,16.2,0.0
2016-04-30 02:00:00,232.0,6.0,73.0,1800.0,40.0,15.4,0.0
2016-04-30 03:00:00,214.0,4.0,72.0,1700.0,27.0,14.5,0.0
2016-04-30 04:00:00,216.0,3.0,90.0,1700.0,2.0,13.6,0.0
2016-04-30 05:00:00,216.0,3.0,97.0,1800.0,2.0,12.8,0.0
